	Gene ID	Uniq_Name	KH2013	KYname	KHname	Description	name	ENSMUSG	ENSMUST	annotation_1	annotation_2	loc	SNR	variance	denoised_SNR	denoised_variance	gene_network_leiden	gene_network_n	leiden	gene_clusters_leiden
Eif2b4-KY.Chr14.550	KY2019:KY.Chr14.550	Eif2b4-KY.Chr14.550	KH.C14.268	EIF2B4	EIF2B4	5:31187558:31193430:-1 ENSMUSG00000029145.12 ENSMUST00000077693.9 protein_coding protein_coding Eif2b4 eukaryotic translation initiation factor 2B, subunit 4 delta [Source:MGI Symbol;Acc:MGI:95300]	Eif2b4	ENSMUSG00000029145.12	ENSMUST00000077693.9	protein_coding	protein_coding	5:31187558:31193430:-1	0.548455782500703	0.78392106	0.44578005007144617	0.9694594	3	20	3	3
Mrpl21-KY.Chr14.553	KY2019:KY.Chr14.553	Mrpl21-KY.Chr14.553	KH.C14.487	MRPL21	KH2013:KH.C14.487	19:3283060:3291201:1 ENSMUSG00000024829.12 ENSMUST00000025743.6 protein_coding protein_coding Mrpl21 mitochondrial ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:2660674]	Mrpl21	ENSMUSG00000024829.12	ENSMUST00000025743.6	protein_coding	protein_coding	19:3283060:3291201:1	0.669631688251812	1.0389098	0.49779160073042433	1.084519	0	13	0	1
Agpat5-KY.Chr14.554	KY2019:KY.Chr14.554	Agpat5-KY.Chr14.554	KH.C14.281	AGPAT5	KH2013:KH.C14.281_AGPAT5	8:18846277:18891361:1 ENSMUSG00000031467.10 ENSMUST00000149565.7 protein_coding protein_coding Agpat5 1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon) [Source:MGI Symbol;Acc:MGI:1196345]	Agpat5	ENSMUSG00000031467.10	ENSMUST00000149565.7	protein_coding	protein_coding	8:18846277:18891361:1	0.35192801447097016	0.65726656	0.17731571932911253	0.43660495	6	4	7	8
Yju2-KY.Chr14.555	KY2019:KY.Chr14.555	Yju2-KY.Chr14.555	KH.C14.457	YJU2	CCDC94	17:55959174:55968285:1 ENSMUSG00000003208.9 ENSMUST00000086869.5 protein_coding protein_coding Yju2 YJU2 splicing factor [Source:MGI Symbol;Acc:MGI:1920136]	Yju2	ENSMUSG00000003208.9	ENSMUST00000086869.5	protein_coding	protein_coding	17:55959174:55968285:1	0.6655410138738652	1.2029326	0.4860371595194962	1.1109298	3	15	5	3
Srsf7-KY.Chr14.556	KY2019:KY.Chr14.556	Srsf7-KY.Chr14.556	KH.C14.115	SRSF7	KH2013:KH.C14.115_SBP1	17:80200830:80207307:-1 ENSMUSG00000024097.11 ENSMUST00000234503.1 protein_coding nonsense_mediated_decay Srsf7 serine and arginine-rich splicing factor 7 [Source:MGI Symbol;Acc:MGI:1926232]	Srsf7	ENSMUSG00000024097.11	ENSMUST00000234503.1	protein_coding	nonsense_mediated_decay	17:80200830:80207307:-1	1.5723685432254488	2.08105	1.230058058419548	1.4860511	1	5	6	4
Ttc39c-KY.Chr14.557	KY2019:KY.Chr14.557	Ttc39c-KY.Chr14.557	KH.C14.29	TTC39C	TTC39C	18:12643344:12738863:1 ENSMUSG00000024424.15 ENSMUST00000234966.1 protein_coding protein_coding Ttc39c tetratricopeptide repeat domain 39C [Source:MGI Symbol;Acc:MGI:1919997]	Ttc39c	ENSMUSG00000024424.15	ENSMUST00000234966.1	protein_coding	protein_coding	18:12643344:12738863:1	0.40797801726750227	0.8128098	0.24070472875738858	0.59527534	1	36	6	4
Bdp1-KY.Chr14.559	KY2019:KY.Chr14.559	Bdp1-KY.Chr14.559	KH.C14.72	BDP1	BDP1	13:100017994:100104070:-1 ENSMUSG00000049658.13 ENSMUST00000038104.11 protein_coding protein_coding Bdp1 B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:MGI Symbol;Acc:MGI:1347077]	Bdp1	ENSMUSG00000049658.13	ENSMUST00000038104.11	protein_coding	protein_coding	13:100017994:100104070:-1	0.6654373610802968	1.2296903	0.4869291607522939	0.9056942	0	22	0	8
KY2019:KY.Chr14.560	KY2019:KY.Chr14.560	KY2019:KY.Chr14.560	KH.C14.539	ATAD2	SCYL	nan	nan	nan	nan	nan	nan	nan	0.48902762742748035	1.0016958	0.3895386126568184	1.0525497	2	11	8	2
Dusp16-KY.Chr14.561	KY2019:KY.Chr14.561	Dusp16-KY.Chr14.561	KH.C14.575	DUSP16	DUSP16/8	6:134715473:134792625:-1 ENSMUSG00000030203.17 ENSMUST00000100857.9 protein_coding protein_coding Dusp16 dual specificity phosphatase 16 [Source:MGI Symbol;Acc:MGI:1917936]	Dusp16	ENSMUSG00000030203.17	ENSMUST00000100857.9	protein_coding	protein_coding	6:134715473:134792625:-1	0.38905914057597496	0.7799765	0.25504419680745205	0.5664353	6	13	0	14
Trpv6-KY.Chr14.564	KY2019:KY.Chr14.564	Trpv6-KY.Chr14.564	KH.C14.384	TRPV6	TRPV5/6	6:41620624:41636405:-1 ENSMUSG00000029868.14 ENSMUST00000031902.6 protein_coding protein_coding Trpv6 transient receptor potential cation channel, subfamily V, member 6 [Source:MGI Symbol;Acc:MGI:1927259]	Trpv6	ENSMUSG00000029868.14	ENSMUST00000031902.6	protein_coding	protein_coding	6:41620624:41636405:-1	0.26342817200557256	0.33983725	0.18290782987744644	0.41609174	2	23	8	2
Phf5a-KY.Chr14.565	KY2019:KY.Chr14.565	Phf5a-KY.Chr14.565	KH.C14.423	PHF5A	PHF5A	15:81864520:81871911:-1 ENSMUSG00000061360.8 ENSMUST00000023117.9 protein_coding protein_coding Phf5a PHD finger protein 5A [Source:MGI Symbol;Acc:MGI:2156864]	Phf5a	ENSMUSG00000061360.8	ENSMUST00000023117.9	protein_coding	protein_coding	15:81864520:81871911:-1	1.0976831292174505	2.0551598	0.9385987172068666	1.6430132	4	25	3	5
Il1rapl2-KY.Chr14.570	KY2019:KY.Chr14.570	Il1rapl2-KY.Chr14.570	KH.C14.546	IL1RAPL2	KH2013:KH.C14.546_IL1RAPL1/2	X:137651720:138846624:1 ENSMUSG00000059203.10 ENSMUST00000075471.3 protein_coding protein_coding Il1rapl2 interleukin 1 receptor accessory protein-like 2 [Source:MGI Symbol;Acc:MGI:1913106]	Il1rapl2	ENSMUSG00000059203.10	ENSMUST00000075471.3	protein_coding	protein_coding	X:137651720:138846624:1	0.22936016772266307	0.21652676	0.17210742012411306	0.317352	3	19	2	0
Il1rapl2-KY.Chr14.572	KY2019:KY.Chr14.572	Il1rapl2-KY.Chr14.572	KH.C14.263	IL1RAPL2	IL1RL1/2	X:137651720:138846624:1 ENSMUSG00000059203.10 ENSMUST00000075471.3 protein_coding protein_coding Il1rapl2 interleukin 1 receptor accessory protein-like 2 [Source:MGI Symbol;Acc:MGI:1913106]	Il1rapl2	ENSMUSG00000059203.10	ENSMUST00000075471.3	protein_coding	protein_coding	X:137651720:138846624:1	0.2616983929788864	0.3993503	0.18114140730871875	0.40606603	2	28	8	2
Vps11-KY.Chr14.577	KY2019:KY.Chr14.577	Vps11-KY.Chr14.577	KH.C14.578	VPS11	VPS11	9:44347749:44361670:-1 ENSMUSG00000032127.9 ENSMUST00000034644.9 protein_coding protein_coding Vps11 VPS11, CORVET/HOPS core subunit [Source:MGI Symbol;Acc:MGI:1918982]	Vps11	ENSMUSG00000032127.9	ENSMUST00000034644.9	protein_coding	protein_coding	9:44347749:44361670:-1	0.28273221812168764	0.43626466	0.20073957079524668	0.4465717	0	8	6	4
Slc30a1-KY.Chr14.578	KY2019:KY.Chr14.578	Slc30a1-KY.Chr14.578	KH.C14.166	SLC30A10	KH2013:KH.C14.166_SLC30A1	CHR_MG3999_PATCH:191906767:191913247:1 ENSMUSG00000110850.1 ENSMUST00000215537.1 protein_coding protein_coding Slc30a1 solute carrier family 30 (zinc transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345281]	Slc30a1	ENSMUSG00000110850.1	ENSMUST00000215537.1	protein_coding	protein_coding	CHR_MG3999_PATCH:191906767:191913247:1	0.5257971510955958	0.86924684	0.4124266650972406	1.1251287	2	14	6	6
Atxn1-KY.Chr14.581	KY2019:KY.Chr14.581	Atxn1-KY.Chr14.581	KH.C14.46	ATXN1	ATX-1	13:45556429:45964957:-1 ENSMUSG00000046876.16 ENSMUST00000167708.3 protein_coding protein_coding Atxn1 ataxin 1 [Source:MGI Symbol;Acc:MGI:104783]	Atxn1	ENSMUSG00000046876.16	ENSMUST00000167708.3	protein_coding	protein_coding	13:45556429:45964957:-1	0.20706684360094374	0.23777139	0.14206048943746943	0.24336323	2	49	8	5
Fam210a-KY.Chr14.582	KY2019:KY.Chr14.582	Fam210a-KY.Chr14.582	KH.C14.81	FAM210A	4933403F05RIK	18:68260187:68300333:-1 ENSMUSG00000038121.6 ENSMUST00000042852.6 protein_coding protein_coding Fam210a family with sequence similarity 210, member A [Source:MGI Symbol;Acc:MGI:1914000]	Fam210a	ENSMUSG00000038121.6	ENSMUST00000042852.6	protein_coding	protein_coding	18:68260187:68300333:-1	0.5607096414537259	0.86373115	0.4059474248776802	1.0637554	0	15	0	1
Gaa-KY.Chr14.583	KY2019:KY.Chr14.583	Gaa-KY.Chr14.583	KH.C14.237	GAA	KH2013:KH.C14.237_GAA	11:119268026:119285454:1 ENSMUSG00000025579.14 ENSMUST00000026666.12 protein_coding protein_coding Gaa glucosidase, alpha, acid [Source:MGI Symbol;Acc:MGI:95609]	Gaa	ENSMUSG00000025579.14	ENSMUST00000026666.12	protein_coding	protein_coding	11:119268026:119285454:1	0.4424576659258706	0.8441955	0.27532923149737476	0.7842439	1	29	6	4
Ctnnbl1-KY.Chr14.585	KY2019:KY.Chr14.585	Ctnnbl1-KY.Chr14.585	KH.C14.213	CTNNBL1	CTNNBL1	2:157737401:157891614:1 ENSMUSG00000027649.15 ENSMUST00000029178.6 protein_coding protein_coding Ctnnbl1 catenin, beta like 1 [Source:MGI Symbol;Acc:MGI:1913892]	Ctnnbl1	ENSMUSG00000027649.15	ENSMUST00000029178.6	protein_coding	protein_coding	2:157737401:157891614:1	0.5890280539151546	0.9320028	0.4981776565304192	1.1129552	4	18	4	10
Tfb1m-KY.Chr14.586	KY2019:KY.Chr14.586	Tfb1m-KY.Chr14.586	KH.C14.167	TFB1M	TFB1M	17:3519256:3557781:-1 ENSMUSG00000036983.7 ENSMUST00000041003.7 protein_coding protein_coding Tfb1m transcription factor B1, mitochondrial [Source:MGI Symbol;Acc:MGI:2146851]	Tfb1m	ENSMUSG00000036983.7	ENSMUST00000041003.7	protein_coding	protein_coding	17:3519256:3557781:-1	0.31921793745559773	0.4009358	0.23197955250910618	0.60063463	3	30	3	3
Hsdl1-KY.Chr14.587	KY2019:KY.Chr14.587	Hsdl1-KY.Chr14.587	KH.C14.236	HSDL1	KH2013:KH.C14.236_HSDL1	8:119561989:119575183:-1 ENSMUSG00000034189.5 ENSMUST00000036049.5 protein_coding protein_coding Hsdl1 hydroxysteroid dehydrogenase like 1 [Source:MGI Symbol;Acc:MGI:1919802]	Hsdl1	ENSMUSG00000034189.5	ENSMUST00000036049.5	protein_coding	protein_coding	8:119561989:119575183:-1	1.1628513427266238	1.8490072	0.9948769420682382	1.3818219	2	24	4	10
Pum2-KY.Chr14.589	KY2019:KY.Chr14.589	Pum2-KY.Chr14.589	KH.C14.7	PUM2	PUM/1/2	12:8674134:8752581:1 ENSMUSG00000020594.14 ENSMUST00000178015.7 protein_coding protein_coding Pum2 pumilio RNA-binding family member 2 [Source:MGI Symbol;Acc:MGI:1931751]	Pum2	ENSMUSG00000020594.14	ENSMUST00000178015.7	protein_coding	protein_coding	12:8674134:8752581:1	1.1183604944302616	1.6202986	1.0070906637778614	1.3097769	2	18	4	7
Cdkn1b-KY.Chr14.591	KY2019:KY.Chr14.591	Cdkn1b-KY.Chr14.591	KH.C14.564	CDKN1B	KH2013:KH.C14.564_CDKN1B	6:134920513:134925320:1 ENSMUSG00000003031.14 ENSMUST00000204807.1 protein_coding protein_coding Cdkn1b cyclin-dependent kinase inhibitor 1B [Source:MGI Symbol;Acc:MGI:104565]	Cdkn1b	ENSMUSG00000003031.14	ENSMUST00000204807.1	protein_coding	protein_coding	6:134920513:134925320:1	0.21899856118972008	0.24217679	0.13896009526056563	0.24799901	1	20	6	6
Slc25a18-KY.Chr14.594	KY2019:KY.Chr14.594	Slc25a18-KY.Chr14.594	KH.C14.5	SLC25A22	SLC25A18/22	6:120773578:120794336:1 ENSMUSG00000004902.7 ENSMUST00000112682.3 protein_coding protein_coding Slc25a18 solute carrier family 25 (mitochondrial carrier), member 18 [Source:MGI Symbol;Acc:MGI:1919053]	Slc25a18	ENSMUSG00000004902.7	ENSMUST00000112682.3	protein_coding	protein_coding	6:120773578:120794336:1	0.3156338513899903	0.29707092	0.16876519482442012	0.3453758	6	12	7	8
Ak2-KY.Chr14.595	KY2019:KY.Chr14.595	Ak2-KY.Chr14.595	KH.C14.191	AK2	AK2/3	4:128993224:129011529:1 ENSMUSG00000028792.14 ENSMUST00000102604.10 protein_coding protein_coding Ak2 adenylate kinase 2 [Source:MGI Symbol;Acc:MGI:87978]	Ak2	ENSMUSG00000028792.14	ENSMUST00000102604.10	protein_coding	protein_coding	4:128993224:129011529:1	1.4427805862975467	1.9835329	1.0802932749216358	1.6116238	5	21	4	2
Ptp4a3-KY.Chr14.596	KY2019:KY.Chr14.596	Ptp4a3-KY.Chr14.596	KH.C14.133	PTP4A3	PTP4A1/2/3	15:73723145:73758766:1 ENSMUSG00000059895.13 ENSMUST00000165541.7 protein_coding protein_coding Ptp4a3 protein tyrosine phosphatase 4a3 [Source:MGI Symbol;Acc:MGI:1277098]	Ptp4a3	ENSMUSG00000059895.13	ENSMUST00000165541.7	protein_coding	protein_coding	15:73723145:73758766:1	0.5966723057931262	1.0786468	0.43332250395928	1.1323199	4	15	3	3
Slc22a15-KY.Chr14.599	KY2019:KY.Chr14.599	Slc22a15-KY.Chr14.599	KH.C14.18	SLC22A15	Y82E9BR.1	3:101858930:101924449:-1 ENSMUSG00000033147.16 ENSMUST00000190824.6 protein_coding protein_coding Slc22a15 solute carrier family 22 (organic anion/cation transporter), member 15 [Source:MGI Symbol;Acc:MGI:3607704]	Slc22a15	ENSMUSG00000033147.16	ENSMUST00000190824.6	protein_coding	protein_coding	3:101858930:101924449:-1	0.2939392396395279	0.33751824	0.14302401425889494	0.23483191	2	7	8	4
Fhdc1-KY.Chr14.607	KY2019:KY.Chr14.607	Fhdc1-KY.Chr14.607	KH.S651.1	FHDC1	KH2013:KH.S651.1	3:84444035:84479491:-1 ENSMUSG00000041842.15 ENSMUST00000091002.7 protein_coding protein_coding Fhdc1 FH2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2684972]	Fhdc1	ENSMUSG00000041842.15	ENSMUST00000091002.7	protein_coding	protein_coding	3:84444035:84479491:-1	0.5251347088690056	0.8869799	0.230054859878268	0.6451548	2	13	8	2
Tmem184c-KY.Chr14.608	KY2019:KY.Chr14.608	Tmem184c-KY.Chr14.608	KH.C14.354	TMEM184C	TMEM184C	8:77595982:77610653:-1 ENSMUSG00000031617.16 ENSMUST00000034030.14 protein_coding protein_coding Tmem184c transmembrane protein 184C [Source:MGI Symbol;Acc:MGI:2384562]	Tmem184c	ENSMUSG00000031617.16	ENSMUST00000034030.14	protein_coding	protein_coding	8:77595982:77610653:-1	0.36266548419639416	0.6382904	0.18594188444813337	0.37917084	2	18	8	2
Ccdc22-KY.Chr14.610	KY2019:KY.Chr14.610	Ccdc22-KY.Chr14.610	KH.C14.287	CDK12	PNISR	X:7593809:7605517:-1 ENSMUSG00000031143.4 ENSMUST00000033483.4 protein_coding protein_coding Ccdc22 coiled-coil domain containing 22 [Source:MGI Symbol;Acc:MGI:1859608]	Ccdc22	ENSMUSG00000031143.4	ENSMUST00000033483.4	protein_coding	protein_coding	X:7593809:7605517:-1	0.6052568972114704	1.2089679	0.4692915219378865	1.1818397	4	15	3	5
Sdcbp-KY.Chr14.611	KY2019:KY.Chr14.611	Sdcbp-KY.Chr14.611	KH.C14.325	SDCBP	KH2013:KH.C14.325_SRR	4:6365650:6396284:1 ENSMUSG00000028249.15 ENSMUST00000029912.10 protein_coding protein_coding Sdcbp syndecan binding protein [Source:MGI Symbol;Acc:MGI:1337026]	Sdcbp	ENSMUSG00000028249.15	ENSMUST00000029912.10	protein_coding	protein_coding	4:6365650:6396284:1	0.5476517151044563	1.100723	0.4580839967470156	0.99808365	5	58	1	10
Thoc2l-KY.Chr14.613	KY2019:KY.Chr14.613	Thoc2l-KY.Chr14.613	KH.C14.443	THOC2	HYI	5:104508352:104522383:1 ENSMUSG00000097392.4 ENSMUST00000096452.6 protein_coding protein_coding Thoc2l THO complex subunit 2-like [Source:MGI Symbol;Acc:MGI:3040669]	Thoc2l	ENSMUSG00000097392.4	ENSMUST00000096452.6	protein_coding	protein_coding	5:104508352:104522383:1	0.7979550519640796	1.3406721	0.6282488119307759	1.2544035	1	16	6	0
Ccdc158-KY.Chr14.616	KY2019:KY.Chr14.616	Ccdc158-KY.Chr14.616	KH.C14.229	CCDC158	CCDC158	5:92608253:92675125:-1 ENSMUSG00000050050.17 ENSMUST00000060930.9 protein_coding protein_coding Ccdc158 coiled-coil domain containing 158 [Source:MGI Symbol;Acc:MGI:2444555]	Ccdc158	ENSMUSG00000050050.17	ENSMUST00000060930.9	protein_coding	protein_coding	5:92608253:92675125:-1	0.3686372577309599	0.6287877	0.2824314229789871	0.853925	1	32	5	6
Usp38-KY.Chr14.631	KY2019:KY.Chr14.631	Usp38-KY.Chr14.631	KH.C14.14	USP38	USP35/38	8:80980733:81014928:-1 ENSMUSG00000038250.9 ENSMUST00000042724.7 protein_coding protein_coding Usp38 ubiquitin specific peptidase 38 [Source:MGI Symbol;Acc:MGI:1922091]	Usp38	ENSMUSG00000038250.9	ENSMUST00000042724.7	protein_coding	protein_coding	8:80980733:81014928:-1	0.4893473196680698	0.7815484	0.3603007945342252	0.85318184	0	39	0	4
Pcf11-KY.Chr14.632	KY2019:KY.Chr14.632	Pcf11-KY.Chr14.632	KH.C14.272	PCF11	KH2013:KH.C14.272_PCF11	7:92643543:92669934:-1 ENSMUSG00000041328.16 ENSMUST00000119954.8 protein_coding protein_coding Pcf11 PCF11 cleavage and polyadenylation factor subunit [Source:MGI Symbol;Acc:MGI:1919579]	Pcf11	ENSMUSG00000041328.16	ENSMUST00000119954.8	protein_coding	protein_coding	7:92643543:92669934:-1	0.6527596421078656	1.4273349	0.5152926766871319	1.3018945	1	47	5	11
Mitd1-KY.Chr14.633	KY2019:KY.Chr14.633	Mitd1-KY.Chr14.633	KH.C14.389	MITD1	MITD1	1:37878888:37890411:-1 ENSMUSG00000026088.15 ENSMUST00000027257.9 protein_coding protein_coding Mitd1 MIT, microtubule interacting and transport, domain containing 1 [Source:MGI Symbol;Acc:MGI:1916278]	Mitd1	ENSMUSG00000026088.15	ENSMUST00000027257.9	protein_coding	protein_coding	1:37878888:37890411:-1	0.7074803204085353	1.3597397	0.5481513128170641	1.2897179	1	37	5	6
Mtm1-KY.Chr14.634	KY2019:KY.Chr14.634	Mtm1-KY.Chr14.634	KH.C14.511	MTMR2	MTMR1/2	X:71215006:71315295:1 ENSMUSG00000031337.16 ENSMUST00000061970.11 protein_coding protein_coding Mtm1 X-linked myotubular myopathy gene 1 [Source:MGI Symbol;Acc:MGI:1099452]	Mtm1	ENSMUSG00000031337.16	ENSMUST00000061970.11	protein_coding	protein_coding	X:71215006:71315295:1	0.4270623204708934	0.8467336	0.30746911272414756	0.7765642	1	15	5	11
Foxi2-KY.Chr14.637	KY2019:KY.Chr14.637	Foxi2-KY.Chr14.637	KH.C14.520	FOXI2	FOXI2	7:135410308:135413622:1 ENSMUSG00000048377.7 ENSMUST00000060356.7 protein_coding protein_coding Foxi2 forkhead box I2 [Source:MGI Symbol;Acc:MGI:3028075]	Foxi2	ENSMUSG00000048377.7	ENSMUST00000060356.7	protein_coding	protein_coding	7:135410308:135413622:1	0.9246114831449053	1.435531	0.5875795223944753	1.179911	0	35	0	4
KY2019:KY.Chr14.639	KY2019:KY.Chr14.639	KY2019:KY.Chr14.639	KH.C14.330	ASB11	KH2013:KH.C14.330	nan	nan	nan	nan	nan	nan	nan	1.3924653985059283	2.94127	0.9704635945402929	3.6183681	6	11	7	8
Glud1-KY.Chr14.640	KY2019:KY.Chr14.640	Glud1-KY.Chr14.640	KH.C14.16	GLUD2	GLUD1/2	14:34310727:34345265:1 ENSMUSG00000021794.16 ENSMUST00000022322.16 protein_coding protein_coding Glud1 glutamate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:95753]	Glud1	ENSMUSG00000021794.16	ENSMUST00000022322.16	protein_coding	protein_coding	14:34310727:34345265:1	0.5905910862900291	1.170368	0.32664167727796917	0.81290555	0	11	0	1
Inpp4a-KY.Chr14.641	KY2019:KY.Chr14.641	Inpp4a-KY.Chr14.641	KH.C14.49	INPP4B	INPP4B	1:37299891:37410736:1 ENSMUSG00000026113.17 ENSMUST00000027287.10 protein_coding protein_coding Inpp4a inositol polyphosphate-4-phosphatase, type I [Source:MGI Symbol;Acc:MGI:1931123]	Inpp4a	ENSMUSG00000026113.17	ENSMUST00000027287.10	protein_coding	protein_coding	1:37299891:37410736:1	0.3719623176503508	0.64188266	0.25174654496634213	0.66304886	3	12	3	3
Tmem131-KY.Chr14.642	KY2019:KY.Chr14.642	Tmem131-KY.Chr14.642	KH.C14.103	TMEM131	TMEM131	1:36792191:36939527:-1 ENSMUSG00000026116.11 ENSMUST00000027290.11 protein_coding protein_coding Tmem131 transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110]	Tmem131	ENSMUSG00000026116.11	ENSMUST00000027290.11	protein_coding	protein_coding	1:36792191:36939527:-1	0.8431799157504624	1.5333464	0.7167763001331258	1.3929782	4	41	3	5
Dach1-KY.Chr14.644	KY2019:KY.Chr14.644	Dach1-KY.Chr14.644	KH.C14.291	MYO1D	DACH1/2	14:97786853:98169543:-1 ENSMUSG00000055639.16 ENSMUST00000071533.12 protein_coding protein_coding Dach1 dachshund family transcription factor 1 [Source:MGI Symbol;Acc:MGI:1277991]	Dach1	ENSMUSG00000055639.16	ENSMUST00000071533.12	protein_coding	protein_coding	14:97786853:98169543:-1	0.2565280182962209	0.50796044	0.18426828713326615	0.26787516	0	8	0	12
Mnd1-KY.Chr14.875	KY2019:KY.Chr14.875	Mnd1-KY.Chr14.875	KH.C14.298	TMEM33	MND1	3:84087933:84155786:-1 ENSMUSG00000033752.7 ENSMUST00000047368.7 protein_coding protein_coding Mnd1 meiotic nuclear divisions 1 [Source:MGI Symbol;Acc:MGI:1924165]	Mnd1	ENSMUSG00000033752.7	ENSMUST00000047368.7	protein_coding	protein_coding	3:84087933:84155786:-1	0.7656704518815123	1.2761915	0.6050124571852545	1.4579009	3	14	2	0
Adcy9-KY.Chr14.906	KY2019:KY.Chr14.906	Adcy9-KY.Chr14.906	KH.C14.534	ADCY9	ADCY9	16:4287529:4420498:-1 ENSMUSG00000005580.11 ENSMUST00000120080.7 protein_coding protein_coding Adcy9 adenylate cyclase 9 [Source:MGI Symbol;Acc:MGI:108450]	Adcy9	ENSMUSG00000005580.11	ENSMUST00000120080.7	protein_coding	protein_coding	16:4287529:4420498:-1	0.6965225261965717	1.10141	0.5368515910619516	1.1008083	0	8	0	12
Tmod3-KY.Chr14.907	KY2019:KY.Chr14.907	Tmod3-KY.Chr14.907	KH.C14.251	TMOD3	LMOD1/3	9:75497707:75559657:-1 ENSMUSG00000058587.9 ENSMUST00000072232.8 protein_coding protein_coding Tmod3 tropomodulin 3 [Source:MGI Symbol;Acc:MGI:1355315]	Tmod3	ENSMUSG00000058587.9	ENSMUST00000072232.8	protein_coding	protein_coding	9:75497707:75559657:-1	0.8112756157723363	0.31112716	0.19590276251573918	0.26955315	6	7	7	8
Ssna1-KY.Chr14.920	KY2019:KY.Chr14.920	Ssna1-KY.Chr14.920	KH.S762.2	SSNA1	SSNA1	2:25271039:25272416:-1 ENSMUSG00000026966.6 ENSMUST00000028342.6 protein_coding protein_coding Ssna1 SS nuclear autoantigen 1 [Source:MGI Symbol;Acc:MGI:1915725]	Ssna1	ENSMUSG00000026966.6	ENSMUST00000028342.6	protein_coding	protein_coding	2:25271039:25272416:-1	0.18483009539133324	0.25466746	0.12974828917245895	0.21529357	2	31	8	2
Tbc1d19-KY.Chr14.921	KY2019:KY.Chr14.921	Tbc1d19-KY.Chr14.921	KH.S762.5	MGAM2	TBC1D19	5:53809627:53903965:1 ENSMUSG00000039178.9 ENSMUST00000037337.9 protein_coding protein_coding Tbc1d19 TBC1 domain family, member 19 [Source:MGI Symbol;Acc:MGI:1914499]	Tbc1d19	ENSMUSG00000039178.9	ENSMUST00000037337.9	protein_coding	protein_coding	5:53809627:53903965:1	0.29355743297033304	0.39763543	0.19811799940337183	0.48075098	2	30	5	11
Atic-KY.Chr14.923	KY2019:KY.Chr14.923	Atic-KY.Chr14.923	KH.C14.114	ATIC	DNAJC8	1:71557150:71579631:1 ENSMUSG00000026192.13 ENSMUST00000027384.5 protein_coding protein_coding Atic 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol;Acc:MGI:1351352]	Atic	ENSMUSG00000026192.13	ENSMUST00000027384.5	protein_coding	protein_coding	1:71557150:71579631:1	0.8212011028012426	1.1347941	0.6408573571755083	1.2467947	5	17	1	10
Hmgb1-KY.Chr14.924	KY2019:KY.Chr14.924	Hmgb1-KY.Chr14.924	KH.C14.178	TTN	HMGB1/2/3	5:149048793:149184489:-1 ENSMUSG00000066551.12 ENSMUST00000202133.3 protein_coding protein_coding Hmgb1 high mobility group box 1 [Source:MGI Symbol;Acc:MGI:96113]	Hmgb1	ENSMUSG00000066551.12	ENSMUST00000202133.3	protein_coding	protein_coding	5:149048793:149184489:-1	1.1474227613279444	2.0569816	0.8319579821395896	1.6473258	3	22	2	3
Pgm2l1-KY.Chr14.927	KY2019:KY.Chr14.927	Pgm2l1-KY.Chr14.927	KH.C14.286	PGM2	PGM1/2/3	7:100227710:100278868:1 ENSMUSG00000030729.17 ENSMUST00000054436.8 protein_coding nonsense_mediated_decay Pgm2l1 phosphoglucomutase 2-like 1 [Source:MGI Symbol;Acc:MGI:1918224]	Pgm2l1	ENSMUSG00000030729.17	ENSMUST00000054436.8	protein_coding	nonsense_mediated_decay	7:100227710:100278868:1	0.3617250655809344	0.70034426	0.25976584200977587	0.7072915	1	29	6	0
Gm49396-KY.Chr14.928	KY2019:KY.Chr14.928	Gm49396-KY.Chr14.928	KH.C14.86	U2AF1L5	KH2013:KH.C14.86	7:30563355:30567955:1 ENSMUSG00000109378.1 ENSMUST00000171912.7 protein_coding nonsense_mediated_decay Gm49396 predicted gene, 49396 [Source:MGI Symbol;Acc:MGI:6121629]	Gm49396	ENSMUSG00000109378.1	ENSMUST00000171912.7	protein_coding	nonsense_mediated_decay	7:30563355:30567955:1	1.183448516064295	1.8853687	1.0748473650871389	1.2796872	1	14	6	0
Trdmt1-KY.Chr14.929	KY2019:KY.Chr14.929	Trdmt1-KY.Chr14.929	KH.C14.138	TRDMT1	TRDMT1	2:13509014:13544668:-1 ENSMUSG00000026723.10 ENSMUST00000124488.6 protein_coding protein_coding Trdmt1 tRNA aspartic acid methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1274787]	Trdmt1	ENSMUSG00000026723.10	ENSMUST00000124488.6	protein_coding	protein_coding	2:13509014:13544668:-1	0.29893493604626836	0.3814853	0.2026844694179143	0.49391958	1	34	6	6
